SURVEY YEAR Code,SURVEY YEAR,AREA Code,AREA,/A Population and Households,A1101_Total population (Both sexes)[person],Annotation
1997100000,1997,17000,Ishikawa-ken,,"1,181,000",
1997100000,1997,18000,Fukui-ken,,"828,000",
1997100000,1997,19000,Yamanashi-ken,,"886,000",
1997100000,1997,20000,Nagano-ken,,"2,207,000",
1997100000,1997,21000,Gifu-ken,,"2,106,000",
1997100000,1997,22000,Shizuoka-ken,,"3,752,000",
1997100000,1997,23000,Aichi-ken,,"6,931,000",
1997100000,1997,24000,Mie-ken,,"1,851,000",
1997100000,1997,25000,Shiga-ken,,"1,310,000",
1997100000,1997,26000,Kyoto-fu,,"2,638,000",
1997100000,1997,27000,Osaka-fu,,"8,808,000",
1997100000,1997,28000,Hyogo-ken,,"5,455,000",
1997100000,1997,29000,Nara-ken,,"1,442,000",
1997100000,1997,30000,Wakayama-ken,,"1,078,000",
1997100000,1997,31000,Tottori-ken,,"614,000",
1997100000,1997,32000,Shimane-ken,,"768,000",
1997100000,1997,33000,Okayama-ken,,"1,952,000",
1997100000,1997,34000,Hiroshima-ken,,"2,882,000",
1997100000,1997,35000,Yamaguchi-ken,,"1,545,000",
1997100000,1997,36000,Tokushima-ken,,"830,000",
1997100000,1997,37000,Kagawa-ken,,"1,026,000",
1997100000,1997,38000,Ehime-ken,,"1,503,000",
1997100000,1997,39000,Kochi-ken,,"816,000",
1997100000,1997,40000,Fukuoka-ken,,"4,971,000",
1997100000,1997,41000,Saga-ken,,"882,000",
1997100000,1997,42000,Nagasaki-ken,,"1,533,000",
1997100000,1997,43000,Kumamoto-ken,,"1,861,000",
1997100000,1997,44000,Oita-ken,,"1,228,000",
1997100000,1997,45000,Miyazaki-ken,,"1,175,000",
1997100000,1997,46000,Kagoshima-ken,,"1,792,000",
1997100000,1997,47000,Okinawa-ken,,"1,289,000",
1998100000,1998,0,All Japan,,"126,472,000",
1998100000,1998,1000,Hokkaido,,"5,695,000",
1998100000,1998,2000,Aomori-ken,,"1,479,000",
1998100000,1998,3000,Iwate-ken,,"1,419,000",
1998100000,1998,4000,Miyagi-ken,,"2,355,000",
1998100000,1998,5000,Akita-ken,,"1,200,000",
1998100000,1998,6000,Yamagata-ken,,"1,251,000",
1998100000,1998,7000,Fukushima-ken,,"2,132,000",
1998100000,1998,8000,Ibaraki-ken,,"2,980,000",
1998100000,1998,9000,Tochigi-ken,,"2,001,000",
1998100000,1998,10000,Gumma-ken,,"2,017,000",
1998100000,1998,11000,Saitama-ken,,"6,877,000",
1998100000,1998,12000,Chiba-ken,,"5,867,000",
1998100000,1998,13000,Tokyo-to,,"11,939,000",
1998100000,1998,14000,Kanagawa-ken,,"8,383,000",
1998100000,1998,15000,Niigata-ken,,"2,488,000",
1998100000,1998,16000,Toyama-ken,,"1,124,000",
1998100000,1998,17000,Ishikawa-ken,,"1,181,000",
1998100000,1998,18000,Fukui-ken,,"828,000",
1998100000,1998,19000,Yamanashi-ken,,"888,000",
1998100000,1998,20000,Nagano-ken,,"2,210,000",
1998100000,1998,21000,Gifu-ken,,"2,108,000",
1998100000,1998,22000,Shizuoka-ken,,"3,758,000",
1998100000,1998,23000,Aichi-ken,,"6,973,000",
1998100000,1998,24000,Mie-ken,,"1,855,000",
1998100000,1998,25000,Shiga-ken,,"1,323,000",
1998100000,1998,26000,Kyoto-fu,,"2,643,000",
1998100000,1998,27000,Osaka-fu,,"8,813,000",
1998100000,1998,28000,Hyogo-ken,,"5,494,000",
1998100000,1998,29000,Nara-ken,,"1,443,000",
1998100000,1998,30000,Wakayama-ken,,"1,076,000",
1998100000,1998,31000,Tottori-ken,,"615,000",
1998100000,1998,32000,Shimane-ken,,"765,000",
1998100000,1998,33000,Okayama-ken,,"1,953,000",
1998100000,1998,34000,Hiroshima-ken,,"2,882,000",
1998100000,1998,35000,Yamaguchi-ken,,"1,540,000",
1998100000,1998,36000,Tokushima-ken,,"829,000",
1998100000,1998,37000,Kagawa-ken,,"1,025,000",
1998100000,1998,38000,Ehime-ken,,"1,501,000",
1998100000,1998,39000,Kochi-ken,,"816,000",
1998100000,1998,40000,Fukuoka-ken,,"4,990,000",
1998100000,1998,41000,Saga-ken,,"881,000",
1998100000,1998,42000,Nagasaki-ken,,"1,526,000",
1998100000,1998,43000,Kumamoto-ken,,"1,862,000",
1998100000,1998,44000,Oita-ken,,"1,226,000",
1998100000,1998,45000,Miyazaki-ken,,"1,173,000",
1998100000,1998,46000,Kagoshima-ken,,"1,790,000",
1998100000,1998,47000,Okinawa-ken,,"1,298,000",
1999100000,1999,0,All Japan,,"126,667,000",
1999100000,1999,1000,Hokkaido,,"5,689,000",
1999100000,1999,2000,Aomori-ken,,"1,477,000",
1999100000,1999,3000,Iwate-ken,,"1,417,000",
1999100000,1999,4000,Miyagi-ken,,"2,360,000",
1999100000,1999,5000,Akita-ken,,"1,195,000",
1999100000,1999,6000,Yamagata-ken,,"1,247,000",
1999100000,1999,7000,Fukushima-ken,,"2,129,000",
1999100000,1999,8000,Ibaraki-ken,,"2,981,000",
1999100000,1999,9000,Tochigi-ken,,"2,003,000",
1999100000,1999,10000,Gumma-ken,,"2,020,000",
1999100000,1999,11000,Saitama-ken,,"6,906,000",
1999100000,1999,12000,Chiba-ken,,"5,893,000",
1999100000,1999,13000,Tokyo-to,,"11,983,000",
1999100000,1999,14000,Kanagawa-ken,,"8,432,000",
1999100000,1999,15000,Niigata-ken,,"2,482,000",
1999100000,1999,16000,Toyama-ken,,"1,122,000",
1999100000,1999,17000,Ishikawa-ken,,"1,180,000",
1999100000,1999,18000,Fukui-ken,,"828,000",
1999100000,1999,19000,Yamanashi-ken,,"887,000",
1999100000,1999,20000,Nagano-ken,,"2,210,000",
1999100000,1999,21000,Gifu-ken,,"2,107,000",
1999100000,1999,22000,Shizuoka-ken,,"3,761,000",
1999100000,1999,23000,Aichi-ken,,"7,006,000",
1999100000,1999,24000,Mie-ken,,"1,856,000",
1999100000,1999,25000,Shiga-ken,,"1,332,000",
1999100000,1999,26000,Kyoto-fu,,"2,645,000",
1999100000,1999,27000,Osaka-fu,,"8,813,000",
1999100000,1999,28000,Hyogo-ken,,"5,528,000",
1999100000,1999,29000,Nara-ken,,"1,444,000",
1999100000,1999,30000,Wakayama-ken,,"1,074,000",
1999100000,1999,31000,Tottori-ken,,"614,000",
1999100000,1999,32000,Shimane-ken,,"763,000",
1999100000,1999,33000,Okayama-ken,,"1,953,000",
1999100000,1999,34000,Hiroshima-ken,,"2,881,000",
1999100000,1999,35000,Yamaguchi-ken,,"1,535,000",
1999100000,1999,36000,Tokushima-ken,,"827,000",
1999100000,1999,37000,Kagawa-ken,,"1,025,000",
1999100000,1999,38000,Ehime-ken,,"1,496,000",
1999100000,1999,39000,Kochi-ken,,"815,000",
1999100000,1999,40000,Fukuoka-ken,,"5,002,000",
1999100000,1999,41000,Saga-ken,,"879,000",
1999100000,1999,42000,Nagasaki-ken,,"1,520,000",
1999100000,1999,43000,Kumamoto-ken,,"1,861,000",
1999100000,1999,44000,Oita-ken,,"1,224,000",
1999100000,1999,45000,Miyazaki-ken,,"1,172,000",
1999100000,1999,46000,Kagoshima-ken,,"1,788,000",
1999100000,1999,47000,Okinawa-ken,,"1,308,000",
2000100000,2000,0,All Japan,,"126,925,843",
2000100000,2000,1000,Hokkaido,,"5,683,062",
2000100000,2000,2000,Aomori-ken,,"1,475,728",
2000100000,2000,3000,Iwate-ken,,"1,416,180",
2000100000,2000,4000,Miyagi-ken,,"2,365,320",
2000100000,2000,5000,Akita-ken,,"1,189,279",
2000100000,2000,6000,Yamagata-ken,,"1,244,147",
2000100000,2000,7000,Fukushima-ken,,"2,126,935",
2000100000,2000,8000,Ibaraki-ken,,"2,985,676",
2000100000,2000,9000,Tochigi-ken,,"2,004,817",
2000100000,2000,10000,Gumma-ken,,"2,024,852",
2000100000,2000,11000,Saitama-ken,,"6,938,006",
2000100000,2000,12000,Chiba-ken,,"5,926,285",
2000100000,2000,13000,Tokyo-to,,"12,064,101",
2000100000,2000,14000,Kanagawa-ken,,"8,489,974",
2000100000,2000,15000,Niigata-ken,,"2,475,733",
2000100000,2000,16000,Toyama-ken,,"1,120,851",
2000100000,2000,17000,Ishikawa-ken,,"1,180,977",
2000100000,2000,18000,Fukui-ken,,"828,944",
2000100000,2000,19000,Yamanashi-ken,,"888,172",
2000100000,2000,20000,Nagano-ken,,"2,215,168",
2000100000,2000,21000,Gifu-ken,,"2,107,700",
2000100000,2000,22000,Shizuoka-ken,,"3,767,393",
2000100000,2000,23000,Aichi-ken,,"7,043,300",
2000100000,2000,24000,Mie-ken,,"1,857,339",
2000100000,2000,25000,Shiga-ken,,"1,342,832",
2000100000,2000,26000,Kyoto-fu,,"2,644,391",
2000100000,2000,27000,Osaka-fu,,"8,805,081",
2000100000,2000,28000,Hyogo-ken,,"5,550,574",
2000100000,2000,29000,Nara-ken,,"1,442,795",
2000100000,2000,30000,Wakayama-ken,,"1,069,912",
2000100000,2000,31000,Tottori-ken,,"613,289",
2000100000,2000,32000,Shimane-ken,,"761,503",
2000100000,2000,33000,Okayama-ken,,"1,950,828",
2000100000,2000,34000,Hiroshima-ken,,"2,878,915",
2000100000,2000,35000,Yamaguchi-ken,,"1,527,964",
2000100000,2000,36000,Tokushima-ken,,"824,108",
2000100000,2000,37000,Kagawa-ken,,"1,022,890",
2000100000,2000,38000,Ehime-ken,,"1,493,092",
2000100000,2000,39000,Kochi-ken,,"813,949",
2000100000,2000,40000,Fukuoka-ken,,"5,015,699",
2000100000,2000,41000,Saga-ken,,"876,654",
2000100000,2000,42000,Nagasaki-ken,,"1,516,523",
2000100000,2000,43000,Kumamoto-ken,,"1,859,344",
2000100000,2000,44000,Oita-ken,,"1,221,140",
2000100000,2000,45000,Miyazaki-ken,,"1,170,007",
2000100000,2000,46000,Kagoshima-ken,,"1,786,194",
2000100000,2000,47000,Okinawa-ken,,"1,318,220",
2001100000,2001,0,All Japan,,"127,316,000",
2001100000,2001,1000,Hokkaido,,"5,680,000",
2001100000,2001,2000,Aomori-ken,,"1,473,000",
2001100000,2001,3000,Iwate-ken,,"1,413,000",
2001100000,2001,4000,Miyagi-ken,,"2,369,000",
2001100000,2001,5000,Akita-ken,,"1,183,000",
2001100000,2001,6000,Yamagata-ken,,"1,241,000",
2001100000,2001,7000,Fukushima-ken,,"2,124,000",
2001100000,2001,8000,Ibaraki-ken,,"2,990,000",
2001100000,2001,9000,Tochigi-ken,,"2,011,000",
2001100000,2001,10000,Gumma-ken,,"2,029,000",
2001100000,2001,11000,Saitama-ken,,"6,977,000",
2001100000,2001,12000,Chiba-ken,,"5,970,000",
2001100000,2001,13000,Tokyo-to,,"12,165,000",
2001100000,2001,14000,Kanagawa-ken,,"8,575,000",
2001100000,2001,15000,Niigata-ken,,"2,471,000",
2001100000,2001,16000,Toyama-ken,,"1,120,000",
2001100000,2001,17000,Ishikawa-ken,,"1,182,000",
2001100000,2001,18000,Fukui-ken,,"830,000",
2001100000,2001,19000,Yamanashi-ken,,"890,000",
2001100000,2001,20000,Nagano-ken,,"2,222,000",
2001100000,2001,21000,Gifu-ken,,"2,111,000",
2001100000,2001,22000,Shizuoka-ken,,"3,780,000",
2001100000,2001,23000,Aichi-ken,,"7,091,000",
2001100000,2001,24000,Mie-ken,,"1,862,000",
2001100000,2001,25000,Shiga-ken,,"1,354,000",
2001100000,2001,26000,Kyoto-fu,,"2,649,000",
2001100000,2001,27000,Osaka-fu,,"8,821,000",
2001100000,2001,28000,Hyogo-ken,,"5,572,000",
2001100000,2001,29000,Nara-ken,,"1,442,000",
2001100000,2001,30000,Wakayama-ken,,"1,065,000",
2001100000,2001,31000,Tottori-ken,,"613,000",
2001100000,2001,32000,Shimane-ken,,"760,000",
2001100000,2001,33000,Okayama-ken,,"1,954,000",
2001100000,2001,34000,Hiroshima-ken,,"2,880,000",
2001100000,2001,35000,Yamaguchi-ken,,"1,523,000",
2001100000,2001,36000,Tokushima-ken,,"822,000",
2001100000,2001,37000,Kagawa-ken,,"1,022,000",
2001100000,2001,38000,Ehime-ken,,"1,490,000",
2001100000,2001,39000,Kochi-ken,,"812,000",
2001100000,2001,40000,Fukuoka-ken,,"5,030,000",
2001100000,2001,41000,Saga-ken,,"876,000",
2001100000,2001,42000,Nagasaki-ken,,"1,512,000",
2001100000,2001,43000,Kumamoto-ken,,"1,860,000",
2001100000,2001,44000,Oita-ken,,"1,220,000",
2001100000,2001,45000,Miyazaki-ken,,"1,168,000",
2001100000,2001,46000,Kagoshima-ken,,"1,782,000",
2001100000,2001,47000,Okinawa-ken,,"1,327,000",
2002100000,2002,0,All Japan,,"127,486,000",
2002100000,2002,1000,Hokkaido,,"5,672,000",
2002100000,2002,2000,Aomori-ken,,"1,467,000",
2002100000,2002,3000,Iwate-ken,,"1,407,000",
2002100000,2002,4000,Miyagi-ken,,"2,369,000",
2002100000,2002,5000,Akita-ken,,"1,175,000",
2002100000,2002,6000,Yamagata-ken,,"1,236,000",
2002100000,2002,7000,Fukushima-ken,,"2,118,000",
2002100000,2002,8000,Ibaraki-ken,,"2,987,000",
2002100000,2002,9000,Tochigi-ken,,"2,012,000",
2002100000,2002,10000,Gumma-ken,,"2,030,000",
2002100000,2002,11000,Saitama-ken,,"7,000,000",
2002100000,2002,12000,Chiba-ken,,"5,998,000",
2002100000,2002,13000,Tokyo-to,,"12,271,000",
2002100000,2002,14000,Kanagawa-ken,,"8,636,000",
2002100000,2002,15000,Niigata-ken,,"2,462,000",
2002100000,2002,16000,Toyama-ken,,"1,118,000",
2002100000,2002,17000,Ishikawa-ken,,"1,180,000",
2002100000,2002,18000,Fukui-ken,,"828,000",
2002100000,2002,19000,Yamanashi-ken,,"889,000",
2002100000,2002,20000,Nagano-ken,,"2,215,000",
2002100000,2002,21000,Gifu-ken,,"2,110,000",
2002100000,2002,22000,Shizuoka-ken,,"3,784,000",
2002100000,2002,23000,Aichi-ken,,"7,131,000",
2002100000,2002,24000,Mie-ken,,"1,863,000",
2002100000,2002,25000,Shiga-ken,,"1,361,000",
2002100000,2002,26000,Kyoto-fu,,"2,648,000",
2002100000,2002,27000,Osaka-fu,,"8,821,000",
2002100000,2002,28000,Hyogo-ken,,"5,580,000",
2002100000,2002,29000,Nara-ken,,"1,437,000",
2002100000,2002,30000,Wakayama-ken,,"1,059,000",
2002100000,2002,31000,Tottori-ken,,"612,000",
2002100000,2002,32000,Shimane-ken,,"756,000",
2002100000,2002,33000,Okayama-ken,,"1,956,000",
2002100000,2002,34000,Hiroshima-ken,,"2,878,000",
2002100000,2002,35000,Yamaguchi-ken,,"1,517,000",
2002100000,2002,36000,Tokushima-ken,,"820,000",
2002100000,2002,37000,Kagawa-ken,,"1,020,000",
2002100000,2002,38000,Ehime-ken,,"1,485,000",
2002100000,2002,39000,Kochi-ken,,"810,000",
2002100000,2002,40000,Fukuoka-ken,,"5,039,000",
2002100000,2002,41000,Saga-ken,,"874,000",
2002100000,2002,42000,Nagasaki-ken,,"1,505,000",
2002100000,2002,43000,Kumamoto-ken,,"1,857,000",
2002100000,2002,44000,Oita-ken,,"1,219,000",
2002100000,2002,45000,Miyazaki-ken,,"1,165,000",
2002100000,2002,46000,Kagoshima-ken,,"1,776,000",
2002100000,2002,47000,Okinawa-ken,,"1,336,000",
2003100000,2003,0,All Japan,,"127,694,000",
2003100000,2003,1000,Hokkaido,,"5,663,000",
2003100000,2003,2000,Aomori-ken,,"1,459,000",
2003100000,2003,3000,Iwate-ken,,"1,401,000",
2003100000,2003,4000,Miyagi-ken,,"2,369,000",
2003100000,2003,5000,Akita-ken,,"1,165,000",
2003100000,2003,6000,Yamagata-ken,,"1,230,000",
2003100000,2003,7000,Fukushima-ken,,"2,110,000",
2003100000,2003,8000,Ibaraki-ken,,"2,985,000",
2003100000,2003,9000,Tochigi-ken,,"2,014,000",
2003100000,2003,10000,Gumma-ken,,"2,030,000",
2003100000,2003,11000,Saitama-ken,,"7,028,000",
2003100000,2003,12000,Chiba-ken,,"6,030,000",
2003100000,2003,13000,Tokyo-to,,"12,388,000",
2003100000,2003,14000,Kanagawa-ken,,"8,702,000",
2003100000,2003,15000,Niigata-ken,,"2,455,000",
2003100000,2003,16000,Toyama-ken,,"1,116,000",
2003100000,2003,17000,Ishikawa-ken,,"1,179,000",
2003100000,2003,18000,Fukui-ken,,"827,000",
2003100000,2003,19000,Yamanashi-ken,,"888,000",
2003100000,2003,20000,Nagano-ken,,"2,210,000",
2003100000,2003,21000,Gifu-ken,,"2,110,000",
2003100000,2003,22000,Shizuoka-ken,,"3,790,000",
2003100000,2003,23000,Aichi-ken,,"7,170,000",
2003100000,2003,24000,Mie-ken,,"1,864,000",
2003100000,2003,25000,Shiga-ken,,"1,368,000",
2003100000,2003,26000,Kyoto-fu,,"2,650,000",
2003100000,2003,27000,Osaka-fu,,"8,824,000",
2003100000,2003,28000,Hyogo-ken,,"5,589,000",
2003100000,2003,29000,Nara-ken,,"1,434,000",
2003100000,2003,30000,Wakayama-ken,,"1,052,000",
2003100000,2003,31000,Tottori-ken,,"611,000",
2003100000,2003,32000,Shimane-ken,,"752,000",
2003100000,2003,33000,Okayama-ken,,"1,958,000",
2003100000,2003,34000,Hiroshima-ken,,"2,879,000",
2003100000,2003,35000,Yamaguchi-ken,,"1,510,000",
2003100000,2003,36000,Tokushima-ken,,"818,000",
2003100000,2003,37000,Kagawa-ken,,"1,018,000",
2003100000,2003,38000,Ehime-ken,,"1,481,000",
2003100000,2003,39000,Kochi-ken,,"806,000",
2003100000,2003,40000,Fukuoka-ken,,"5,045,000",
2003100000,2003,41000,Saga-ken,,"872,000",
2003100000,2003,42000,Nagasaki-ken,,"1,498,000",
2003100000,2003,43000,Kumamoto-ken,,"1,852,000",
2003100000,2003,44000,Oita-ken,,"1,217,000",
2003100000,2003,45000,Miyazaki-ken,,"1,162,000",
2003100000,2003,46000,Kagoshima-ken,,"1,770,000",
2003100000,2003,47000,Okinawa-ken,,"1,345,000",
2004100000,2004,0,All Japan,,"127,787,000",
2004100000,2004,1000,Hokkaido,,"5,650,000",
2004100000,2004,2000,Aomori-ken,,"1,448,000",
2004100000,2004,3000,Iwate-ken,,"1,395,000",
2004100000,2004,4000,Miyagi-ken,,"2,366,000",
2004100000,2004,5000,Akita-ken,,"1,156,000",
2004100000,2004,6000,Yamagata-ken,,"1,224,000",
2004100000,2004,7000,Fukushima-ken,,"2,102,000",
2004100000,2004,8000,Ibaraki-ken,,"2,982,000",
2004100000,2004,9000,Tochigi-ken,,"2,016,000",
2004100000,2004,10000,Gumma-ken,,"2,027,000",
2004100000,2004,11000,Saitama-ken,,"7,046,000",
2004100000,2004,12000,Chiba-ken,,"6,047,000",
2004100000,2004,13000,Tokyo-to,,"12,482,000",
2004100000,2004,14000,Kanagawa-ken,,"8,753,000",
2004100000,2004,15000,Niigata-ken,,"2,445,000",
2004100000,2004,16000,Toyama-ken,,"1,115,000",
2004100000,2004,17000,Ishikawa-ken,,"1,178,000",
2004100000,2004,18000,Fukui-ken,,"824,000",
2004100000,2004,19000,Yamanashi-ken,,"886,000",
2004100000,2004,20000,Nagano-ken,,"2,206,000",
2004100000,2004,21000,Gifu-ken,,"2,108,000",
2004100000,2004,22000,Shizuoka-ken,,"3,791,000",
2004100000,2004,23000,Aichi-ken,,"7,209,000",
2004100000,2004,24000,Mie-ken,,"1,867,000",
2004100000,2004,25000,Shiga-ken,,"1,375,000",
2004100000,2004,26000,Kyoto-fu,,"2,650,000",
2004100000,2004,27000,Osaka-fu,,"8,825,000",
2004100000,2004,28000,Hyogo-ken,,"5,592,000",
2004100000,2004,29000,Nara-ken,,"1,428,000",
2004100000,2004,30000,Wakayama-ken,,"1,045,000",
2004100000,2004,31000,Tottori-ken,,"610,000",
2004100000,2004,32000,Shimane-ken,,"747,000",
2004100000,2004,33000,Okayama-ken,,"1,959,000",
2004100000,2004,34000,Hiroshima-ken,,"2,879,000",
2004100000,2004,35000,Yamaguchi-ken,,"1,502,000",
2004100000,2004,36000,Tokushima-ken,,"814,000",
2004100000,2004,37000,Kagawa-ken,,"1,016,000",
2004100000,2004,38000,Ehime-ken,,"1,475,000",
2004100000,2004,39000,Kochi-ken,,"802,000",
2004100000,2004,40000,Fukuoka-ken,,"5,050,000",
2004100000,2004,41000,Saga-ken,,"870,000",
2004100000,2004,42000,Nagasaki-ken,,"1,490,000",
2004100000,2004,43000,Kumamoto-ken,,"1,848,000",
2004100000,2004,44000,Oita-ken,,"1,214,000",
2004100000,2004,45000,Miyazaki-ken,,"1,159,000",
2004100000,2004,46000,Kagoshima-ken,,"1,763,000",
2004100000,2004,47000,Okinawa-ken,,"1,353,000",
2005100000,2005,0,All Japan,,"127,767,994",
2005100000,2005,1000,Hokkaido,,"5,627,737",
2005100000,2005,2000,Aomori-ken,,"1,436,657",
2005100000,2005,3000,Iwate-ken,,"1,385,041",
2005100000,2005,4000,Miyagi-ken,,"2,360,218",
2005100000,2005,5000,Akita-ken,,"1,145,501",
2005100000,2005,6000,Yamagata-ken,,"1,216,181",
2005100000,2005,7000,Fukushima-ken,,"2,091,319",
2005100000,2005,8000,Ibaraki-ken,,"2,975,167",
2005100000,2005,9000,Tochigi-ken,,"2,016,631",
2005100000,2005,10000,Gumma-ken,,"2,024,135",
2005100000,2005,11000,Saitama-ken,,"7,054,243",
2005100000,2005,12000,Chiba-ken,,"6,056,462",
2005100000,2005,13000,Tokyo-to,,"12,576,601",
2005100000,2005,14000,Kanagawa-ken,,"8,791,597",
2005100000,2005,15000,Niigata-ken,,"2,431,459",
2005100000,2005,16000,Toyama-ken,,"1,111,729",
2005100000,2005,17000,Ishikawa-ken,,"1,174,026",
2005100000,2005,18000,Fukui-ken,,"821,592",
2005100000,2005,19000,Yamanashi-ken,,"884,515",
2005100000,2005,20000,Nagano-ken,,"2,196,114",
2005100000,2005,21000,Gifu-ken,,"2,107,226",
2005100000,2005,22000,Shizuoka-ken,,"3,792,377",
2005100000,2005,23000,Aichi-ken,,"7,254,704",
2005100000,2005,24000,Mie-ken,,"1,866,963",
2005100000,2005,25000,Shiga-ken,,"1,380,361",
2005100000,2005,26000,Kyoto-fu,,"2,647,660",
2005100000,2005,27000,Osaka-fu,,"8,817,166",
2005100000,2005,28000,Hyogo-ken,,"5,590,601",
2005100000,2005,29000,Nara-ken,,"1,421,310",
2005100000,2005,30000,Wakayama-ken,,"1,035,969",
2005100000,2005,31000,Tottori-ken,,"607,012",
2005100000,2005,32000,Shimane-ken,,"742,223",
2005100000,2005,33000,Okayama-ken,,"1,957,264",
2005100000,2005,34000,Hiroshima-ken,,"2,876,642",
2005100000,2005,35000,Yamaguchi-ken,,"1,492,606",
2005100000,2005,36000,Tokushima-ken,,"809,950",
2005100000,2005,37000,Kagawa-ken,,"1,012,400",
2005100000,2005,38000,Ehime-ken,,"1,467,815",
2005100000,2005,39000,Kochi-ken,,"796,292",
2005100000,2005,40000,Fukuoka-ken,,"5,049,908",
2005100000,2005,41000,Saga-ken,,"866,369",
2005100000,2005,42000,Nagasaki-ken,,"1,478,632",
2005100000,2005,43000,Kumamoto-ken,,"1,842,233",
2005100000,2005,44000,Oita-ken,,"1,209,571",
2005100000,2005,45000,Miyazaki-ken,,"1,153,042",
2005100000,2005,46000,Kagoshima-ken,,"1,753,179",
2005100000,2005,47000,Okinawa-ken,,"1,361,594",
2006100000,2006,0,All Japan,,"127,901,000",
2006100000,2006,1000,Hokkaido,,"5,605,000",
2006100000,2006,2000,Aomori-ken,,"1,424,000",
2006100000,2006,3000,Iwate-ken,,"1,375,000",
2006100000,2006,4000,Miyagi-ken,,"2,358,000",
2006100000,2006,5000,Akita-ken,,"1,134,000",
2006100000,2006,6000,Yamagata-ken,,"1,207,000",
2006100000,2006,7000,Fukushima-ken,,"2,080,000",
2006100000,2006,8000,Ibaraki-ken,,"2,974,000",
2006100000,2006,9000,Tochigi-ken,,"2,016,000",
2006100000,2006,10000,Gumma-ken,,"2,022,000",
2006100000,2006,11000,Saitama-ken,,"7,079,000",
2006100000,2006,12000,Chiba-ken,,"6,084,000",
2006100000,2006,13000,Tokyo-to,,"12,704,000",
2006100000,2006,14000,Kanagawa-ken,,"8,846,000",
2006100000,2006,15000,Niigata-ken,,"2,420,000",
2006100000,2006,16000,Toyama-ken,,"1,110,000",
2006100000,2006,17000,Ishikawa-ken,,"1,173,000",
2006100000,2006,18000,Fukui-ken,,"820,000",
2006100000,2006,19000,Yamanashi-ken,,"880,000",
2006100000,2006,20000,Nagano-ken,,"2,189,000",
2006100000,2006,21000,Gifu-ken,,"2,105,000",
2006100000,2006,22000,Shizuoka-ken,,"3,795,000",
2006100000,2006,23000,Aichi-ken,,"7,307,000",
2006100000,2006,24000,Mie-ken,,"1,872,000",
2006100000,2006,25000,Shiga-ken,,"1,390,000",
2006100000,2006,26000,Kyoto-fu,,"2,646,000",
2006100000,2006,27000,Osaka-fu,,"8,828,000",
2006100000,2006,28000,Hyogo-ken,,"5,592,000",
2006100000,2006,29000,Nara-ken,,"1,417,000",
2006100000,2006,30000,Wakayama-ken,,"1,029,000",
2006100000,2006,31000,Tottori-ken,,"604,000",
2006100000,2006,32000,Shimane-ken,,"737,000",
2006100000,2006,33000,Okayama-ken,,"1,956,000",
2006100000,2006,34000,Hiroshima-ken,,"2,875,000",
2006100000,2006,35000,Yamaguchi-ken,,"1,484,000",
2006100000,2006,36000,Tokushima-ken,,"806,000",
2006100000,2006,37000,Kagawa-ken,,"1,009,000",
2006100000,2006,38000,Ehime-ken,,"1,460,000",
2006100000,2006,39000,Kochi-ken,,"790,000",
2006100000,2006,40000,Fukuoka-ken,,"5,057,000",
2006100000,2006,41000,Saga-ken,,"863,000",
2006100000,2006,42000,Nagasaki-ken,,"1,467,000",
2006100000,2006,43000,Kumamoto-ken,,"1,838,000",
2006100000,2006,44000,Oita-ken,,"1,207,000",
2006100000,2006,45000,Miyazaki-ken,,"1,150,000",
2006100000,2006,46000,Kagoshima-ken,,"1,744,000",
2006100000,2006,47000,Okinawa-ken,,"1,369,000",
2007100000,2007,0,All Japan,,"128,033,000",
2007100000,2007,1000,Hokkaido,,"5,579,000",
2007100000,2007,2000,Aomori-ken,,"1,409,000",
2007100000,2007,3000,Iwate-ken,,"1,364,000",
2007100000,2007,4000,Miyagi-ken,,"2,354,000",
2007100000,2007,5000,Akita-ken,,"1,121,000",
2007100000,2007,6000,Yamagata-ken,,"1,198,000",
2007100000,2007,7000,Fukushima-ken,,"2,067,000",
2007100000,2007,8000,Ibaraki-ken,,"2,973,000",
2007100000,2007,9000,Tochigi-ken,,"2,016,000",
2007100000,2007,10000,Gumma-ken,,"2,020,000",
2007100000,2007,11000,Saitama-ken,,"7,106,000",
2007100000,2007,12000,Chiba-ken,,"6,119,000",
2007100000,2007,13000,Tokyo-to,,"12,848,000",
2007100000,2007,14000,Kanagawa-ken,,"8,912,000",
2007100000,2007,15000,Niigata-ken,,"2,408,000",
2007100000,2007,16000,Toyama-ken,,"1,107,000",
2007100000,2007,17000,Ishikawa-ken,,"1,173,000",
2007100000,2007,18000,Fukui-ken,,"817,000",
2007100000,2007,19000,Yamanashi-ken,,"877,000",
2007100000,2007,20000,Nagano-ken,,"2,182,000",
2007100000,2007,21000,Gifu-ken,,"2,104,000",
2007100000,2007,22000,Shizuoka-ken,,"3,796,000",
2007100000,2007,23000,Aichi-ken,,"7,357,000",
2007100000,2007,24000,Mie-ken,,"1,873,000",
2007100000,2007,25000,Shiga-ken,,"1,398,000",
2007100000,2007,26000,Kyoto-fu,,"2,643,000",
2007100000,2007,27000,Osaka-fu,,"8,839,000",
2007100000,2007,28000,Hyogo-ken,,"5,593,000",
2007100000,2007,29000,Nara-ken,,"1,413,000",
